# 05_IMPORTS_STRATIFIED.txt
# Temporal and architectural classification
# Format: <module>|<era>|<module_reality>|<symbol_reality>

transformers.tokenization_utils_tokenizers|ERA_UNKNOWN|DEAD|N/A
mistral_common.tokens.tokenizers.base|ERA_UNKNOWN|DEAD|N/A
mistral_common.tokens.tokenizers.mistral|ERA_UNKNOWN|DEAD|N/A
..integrations.tensor_parallel|ERA_UNKNOWN|DEAD|N/A
torch_npu|ERA_UNKNOWN|DEAD|N/A
..conversion_mapping|ERA_UNKNOWN|DEAD|N/A
..utils.hub|ERA_UNKNOWN|DEAD|N/A
..utils.loading_report|ERA_UNKNOWN|DEAD|N/A
peft.mapping|ERA_UNKNOWN|DEAD|N/A
peft.tuners.tuners_utils|ERA_UNKNOWN|DEAD|N/A
peft.utils|ERA_UNKNOWN|DEAD|N/A
peft.functional|ERA_UNKNOWN|DEAD|N/A
spqr_quant|ERA_UNKNOWN|DEAD|N/A
..distributed|ERA_UNKNOWN|DEAD|N/A
tiktoken|ERA_UNKNOWN|DEAD|N/A
torchao.prototype.safetensors.safetensors_support|ERA_UNKNOWN|DEAD|N/A
torchao.prototype.safetensors.safetensors_utils|ERA_UNKNOWN|DEAD|N/A
torchao.dtypes|ERA_UNKNOWN|DEAD|N/A
torchao.quantization.linear_activation_quantized_tensor|ERA_UNKNOWN|DEAD|N/A
torchao.quantization|ERA_UNKNOWN|DEAD|N/A
torch_xla.distributed.parallel_loader|ERA_UNKNOWN|DEAD|N/A
vptq|ERA_UNKNOWN|DEAD|N/A
.loss_for_object_detection|ERA_UNKNOWN|DEAD|N/A
.loss_rt_detr|ERA_UNKNOWN|DEAD|N/A
transformers.image_transforms|ERA_UNKNOWN|DEAD|N/A
..image_transforms|ERA_UNKNOWN|DEAD|N/A
.loss_d_fine|ERA_UNKNOWN|DEAD|N/A
.loss_deformable_detr|ERA_UNKNOWN|DEAD|N/A
.loss_grounding_dino|ERA_UNKNOWN|DEAD|N/A
.loss_lw_detr|ERA_UNKNOWN|DEAD|N/A
.models.auto.modeling_auto|ERA_UNKNOWN|DEAD|N/A
.integrations.npu_flash_attention|ERA_UNKNOWN|DEAD|N/A
flash_attn|ERA_UNKNOWN|DEAD|N/A
flash_attn.bert_padding|ERA_UNKNOWN|DEAD|N/A
flash_attn_interface|ERA_UNKNOWN|DEAD|N/A
.integrations.flash_paged|ERA_UNKNOWN|DEAD|N/A
.utils.logging|ERA_UNKNOWN|DEAD|N/A
gguf|ERA_UNKNOWN|DEAD|N/A
.modeling_outputs|ERA_UNKNOWN|DEAD|N/A
.models.auto|ERA_UNKNOWN|DEAD|N/A
.integrations.deepspeed|ERA_UNKNOWN|DEAD|N/A
.integrations.eager_paged|ERA_UNKNOWN|DEAD|N/A
.integrations.flash_attention|ERA_UNKNOWN|DEAD|N/A
.integrations.flex_attention|ERA_UNKNOWN|DEAD|N/A
.integrations.peft|ERA_UNKNOWN|DEAD|N/A
.integrations.sdpa_attention|ERA_UNKNOWN|DEAD|N/A
.integrations.sdpa_paged|ERA_UNKNOWN|DEAD|N/A
.loss.loss_utils|ERA_UNKNOWN|DEAD|N/A
.modeling_flash_attention_utils|ERA_UNKNOWN|DEAD|N/A
.quantizers.auto|ERA_UNKNOWN|DEAD|N/A
.quantizers.quantizers_utils|ERA_UNKNOWN|DEAD|N/A
.safetensors_conversion|ERA_UNKNOWN|DEAD|N/A
.utils.loading_report|ERA_UNKNOWN|DEAD|N/A
smdistributed.modelparallel.torch|ERA_UNKNOWN|DEAD|N/A
smdistributed.modelparallel|ERA_UNKNOWN|DEAD|N/A
.afmoe|ERA_UNKNOWN|DEAD|N/A
.aimv2|ERA_UNKNOWN|DEAD|N/A
.albert|ERA_UNKNOWN|DEAD|N/A
.altclip|ERA_UNKNOWN|DEAD|N/A
.apertus|ERA_UNKNOWN|DEAD|N/A
.arcee|ERA_UNKNOWN|DEAD|N/A
.aria|ERA_UNKNOWN|DEAD|N/A
.audio_spectrogram_transformer|ERA_UNKNOWN|DEAD|N/A
.audioflamingo3|ERA_UNKNOWN|DEAD|N/A
.autoformer|ERA_UNKNOWN|DEAD|N/A
.aya_vision|ERA_UNKNOWN|DEAD|N/A
.bamba|ERA_UNKNOWN|DEAD|N/A
.bark|ERA_UNKNOWN|DEAD|N/A
.bart|ERA_UNKNOWN|DEAD|N/A
.barthez|ERA_UNKNOWN|DEAD|N/A
.bartpho|ERA_UNKNOWN|DEAD|N/A
.beit|ERA_UNKNOWN|DEAD|N/A
.bert|ERA_UNKNOWN|DEAD|N/A
.bert_generation|ERA_UNKNOWN|DEAD|N/A
.bert_japanese|ERA_UNKNOWN|DEAD|N/A
.bertweet|ERA_UNKNOWN|DEAD|N/A
.big_bird|ERA_UNKNOWN|DEAD|N/A
.bigbird_pegasus|ERA_UNKNOWN|DEAD|N/A
.biogpt|ERA_UNKNOWN|DEAD|N/A
.bit|ERA_UNKNOWN|DEAD|N/A
.blenderbot|ERA_UNKNOWN|DEAD|N/A
.blenderbot_small|ERA_UNKNOWN|DEAD|N/A
.blip|ERA_UNKNOWN|DEAD|N/A
.blip_2|ERA_UNKNOWN|DEAD|N/A
.bloom|ERA_UNKNOWN|DEAD|N/A
.blt|ERA_UNKNOWN|DEAD|N/A
.bridgetower|ERA_UNKNOWN|DEAD|N/A
.bros|ERA_UNKNOWN|DEAD|N/A
.byt5|ERA_UNKNOWN|DEAD|N/A
.camembert|ERA_UNKNOWN|DEAD|N/A
.canine|ERA_UNKNOWN|DEAD|N/A
.chameleon|ERA_UNKNOWN|DEAD|N/A
.chinese_clip|ERA_UNKNOWN|DEAD|N/A
.clap|ERA_UNKNOWN|DEAD|N/A
.clip|ERA_UNKNOWN|DEAD|N/A
.clipseg|ERA_UNKNOWN|DEAD|N/A
.clvp|ERA_UNKNOWN|DEAD|N/A
.code_llama|ERA_UNKNOWN|DEAD|N/A
.cohere2|ERA_UNKNOWN|DEAD|N/A
.cohere2_vision|ERA_UNKNOWN|DEAD|N/A
.colpali|ERA_UNKNOWN|DEAD|N/A
.colqwen2|ERA_UNKNOWN|DEAD|N/A
.conditional_detr|ERA_UNKNOWN|DEAD|N/A
.convbert|ERA_UNKNOWN|DEAD|N/A
.convnext|ERA_UNKNOWN|DEAD|N/A
.convnextv2|ERA_UNKNOWN|DEAD|N/A
.cpm|ERA_UNKNOWN|DEAD|N/A
.cpmant|ERA_UNKNOWN|DEAD|N/A
.csm|ERA_UNKNOWN|DEAD|N/A
.ctrl|ERA_UNKNOWN|DEAD|N/A
.cvt|ERA_UNKNOWN|DEAD|N/A
.cwm|ERA_UNKNOWN|DEAD|N/A
.d_fine|ERA_UNKNOWN|DEAD|N/A
.dab_detr|ERA_UNKNOWN|DEAD|N/A
.dac|ERA_UNKNOWN|DEAD|N/A
.data2vec|ERA_UNKNOWN|DEAD|N/A
.dbrx|ERA_UNKNOWN|DEAD|N/A
.deberta|ERA_UNKNOWN|DEAD|N/A
.deberta_v2|ERA_UNKNOWN|DEAD|N/A
.decision_transformer|ERA_UNKNOWN|DEAD|N/A
.deepseek_v2|ERA_UNKNOWN|DEAD|N/A
.deepseek_v3|ERA_UNKNOWN|DEAD|N/A
.deepseek_vl|ERA_UNKNOWN|DEAD|N/A
.deepseek_vl_hybrid|ERA_UNKNOWN|DEAD|N/A
.deformable_detr|ERA_UNKNOWN|DEAD|N/A
.deit|ERA_UNKNOWN|DEAD|N/A
.depth_anything|ERA_UNKNOWN|DEAD|N/A
.depth_pro|ERA_UNKNOWN|DEAD|N/A
.detr|ERA_UNKNOWN|DEAD|N/A
.dia|ERA_UNKNOWN|DEAD|N/A
.dialogpt|ERA_UNKNOWN|DEAD|N/A
.diffllama|ERA_UNKNOWN|DEAD|N/A
.dinat|ERA_UNKNOWN|DEAD|N/A
.dinov2|ERA_UNKNOWN|DEAD|N/A
.dinov2_with_registers|ERA_UNKNOWN|DEAD|N/A
.dinov3_convnext|ERA_UNKNOWN|DEAD|N/A
.dinov3_vit|ERA_UNKNOWN|DEAD|N/A
.distilbert|ERA_UNKNOWN|DEAD|N/A
.dit|ERA_UNKNOWN|DEAD|N/A
.doge|ERA_UNKNOWN|DEAD|N/A
.donut|ERA_UNKNOWN|DEAD|N/A
.dots1|ERA_UNKNOWN|DEAD|N/A
.dpr|ERA_UNKNOWN|DEAD|N/A
.dpt|ERA_UNKNOWN|DEAD|N/A
.edgetam|ERA_UNKNOWN|DEAD|N/A
.edgetam_video|ERA_UNKNOWN|DEAD|N/A
.efficientloftr|ERA_UNKNOWN|DEAD|N/A
.efficientnet|ERA_UNKNOWN|DEAD|N/A
.electra|ERA_UNKNOWN|DEAD|N/A
.emu3|ERA_UNKNOWN|DEAD|N/A
.encodec|ERA_UNKNOWN|DEAD|N/A
.encoder_decoder|ERA_UNKNOWN|DEAD|N/A
.eomt|ERA_UNKNOWN|DEAD|N/A
.ernie|ERA_UNKNOWN|DEAD|N/A
.ernie4_5|ERA_UNKNOWN|DEAD|N/A
.ernie4_5_moe|ERA_UNKNOWN|DEAD|N/A
.ernie4_5_vl_moe|ERA_UNKNOWN|DEAD|N/A
.esm|ERA_UNKNOWN|DEAD|N/A
.evolla|ERA_UNKNOWN|DEAD|N/A
.exaone4|ERA_UNKNOWN|DEAD|N/A
.falcon|ERA_UNKNOWN|DEAD|N/A
.falcon_h1|ERA_UNKNOWN|DEAD|N/A
.falcon_mamba|ERA_UNKNOWN|DEAD|N/A
.fast_vlm|ERA_UNKNOWN|DEAD|N/A
.fastspeech2_conformer|ERA_UNKNOWN|DEAD|N/A
.flaubert|ERA_UNKNOWN|DEAD|N/A
.flava|ERA_UNKNOWN|DEAD|N/A
.flex_olmo|ERA_UNKNOWN|DEAD|N/A
.florence2|ERA_UNKNOWN|DEAD|N/A
.fnet|ERA_UNKNOWN|DEAD|N/A
.focalnet|ERA_UNKNOWN|DEAD|N/A
.fsmt|ERA_UNKNOWN|DEAD|N/A
.funnel|ERA_UNKNOWN|DEAD|N/A
.fuyu|ERA_UNKNOWN|DEAD|N/A
.gemma|ERA_UNKNOWN|DEAD|N/A
.gemma2|ERA_UNKNOWN|DEAD|N/A
.gemma3|ERA_UNKNOWN|DEAD|N/A
.gemma3n|ERA_UNKNOWN|DEAD|N/A
.git|ERA_UNKNOWN|DEAD|N/A
.glm|ERA_UNKNOWN|DEAD|N/A
.glm4|ERA_UNKNOWN|DEAD|N/A
.glm4_moe|ERA_UNKNOWN|DEAD|N/A
.glm4_moe_lite|ERA_UNKNOWN|DEAD|N/A
.glm4v|ERA_UNKNOWN|DEAD|N/A
.glm4v_moe|ERA_UNKNOWN|DEAD|N/A
.glm46v|ERA_UNKNOWN|DEAD|N/A
.glm_image|ERA_UNKNOWN|DEAD|N/A
.glmasr|ERA_UNKNOWN|DEAD|N/A
.glpn|ERA_UNKNOWN|DEAD|N/A
.got_ocr2|ERA_UNKNOWN|DEAD|N/A
.gpt2|ERA_UNKNOWN|DEAD|N/A
.gpt_bigcode|ERA_UNKNOWN|DEAD|N/A
.gpt_neo|ERA_UNKNOWN|DEAD|N/A
.gpt_neox|ERA_UNKNOWN|DEAD|N/A
.gpt_neox_japanese|ERA_UNKNOWN|DEAD|N/A
.gpt_oss|ERA_UNKNOWN|DEAD|N/A
.gpt_sw3|ERA_UNKNOWN|DEAD|N/A
.gptj|ERA_UNKNOWN|DEAD|N/A
.granite|ERA_UNKNOWN|DEAD|N/A
.granite_speech|ERA_UNKNOWN|DEAD|N/A
.granitemoe|ERA_UNKNOWN|DEAD|N/A
.granitemoehybrid|ERA_UNKNOWN|DEAD|N/A
.granitemoeshared|ERA_UNKNOWN|DEAD|N/A
.grounding_dino|ERA_UNKNOWN|DEAD|N/A
.groupvit|ERA_UNKNOWN|DEAD|N/A
.helium|ERA_UNKNOWN|DEAD|N/A
.herbert|ERA_UNKNOWN|DEAD|N/A
.hgnet_v2|ERA_UNKNOWN|DEAD|N/A
.hiera|ERA_UNKNOWN|DEAD|N/A
.hubert|ERA_UNKNOWN|DEAD|N/A
.hunyuan_v1_dense|ERA_UNKNOWN|DEAD|N/A
.hunyuan_v1_moe|ERA_UNKNOWN|DEAD|N/A
.ibert|ERA_UNKNOWN|DEAD|N/A
.idefics|ERA_UNKNOWN|DEAD|N/A
.idefics2|ERA_UNKNOWN|DEAD|N/A
.idefics3|ERA_UNKNOWN|DEAD|N/A
.ijepa|ERA_UNKNOWN|DEAD|N/A
.imagegpt|ERA_UNKNOWN|DEAD|N/A
.informer|ERA_UNKNOWN|DEAD|N/A
.instructblip|ERA_UNKNOWN|DEAD|N/A
.instructblipvideo|ERA_UNKNOWN|DEAD|N/A
.internvl|ERA_UNKNOWN|DEAD|N/A
.jais2|ERA_UNKNOWN|DEAD|N/A
.jamba|ERA_UNKNOWN|DEAD|N/A
.janus|ERA_UNKNOWN|DEAD|N/A
.jetmoe|ERA_UNKNOWN|DEAD|N/A
.kosmos2|ERA_UNKNOWN|DEAD|N/A
.kosmos2_5|ERA_UNKNOWN|DEAD|N/A
.kyutai_speech_to_text|ERA_UNKNOWN|DEAD|N/A
.lasr|ERA_UNKNOWN|DEAD|N/A
.layoutlm|ERA_UNKNOWN|DEAD|N/A
.layoutlmv2|ERA_UNKNOWN|DEAD|N/A
.layoutlmv3|ERA_UNKNOWN|DEAD|N/A
.layoutxlm|ERA_UNKNOWN|DEAD|N/A
.led|ERA_UNKNOWN|DEAD|N/A
.levit|ERA_UNKNOWN|DEAD|N/A
.lfm2|ERA_UNKNOWN|DEAD|N/A
.lfm2_moe|ERA_UNKNOWN|DEAD|N/A
.lfm2_vl|ERA_UNKNOWN|DEAD|N/A
.lightglue|ERA_UNKNOWN|DEAD|N/A
.lilt|ERA_UNKNOWN|DEAD|N/A
.llama|ERA_UNKNOWN|DEAD|N/A
.llama4|ERA_UNKNOWN|DEAD|N/A
.llava|ERA_UNKNOWN|DEAD|N/A
.llava_next|ERA_UNKNOWN|DEAD|N/A
.llava_next_video|ERA_UNKNOWN|DEAD|N/A
.llava_onevision|ERA_UNKNOWN|DEAD|N/A
.longcat_flash|ERA_UNKNOWN|DEAD|N/A
.longformer|ERA_UNKNOWN|DEAD|N/A
.longt5|ERA_UNKNOWN|DEAD|N/A
.luke|ERA_UNKNOWN|DEAD|N/A
.lw_detr|ERA_UNKNOWN|DEAD|N/A
.lxmert|ERA_UNKNOWN|DEAD|N/A
.m2m_100|ERA_UNKNOWN|DEAD|N/A
.mamba|ERA_UNKNOWN|DEAD|N/A
.mamba2|ERA_UNKNOWN|DEAD|N/A
.marian|ERA_UNKNOWN|DEAD|N/A
.markuplm|ERA_UNKNOWN|DEAD|N/A
.mask2former|ERA_UNKNOWN|DEAD|N/A
.maskformer|ERA_UNKNOWN|DEAD|N/A
.mbart|ERA_UNKNOWN|DEAD|N/A
.mbart50|ERA_UNKNOWN|DEAD|N/A
.megatron_bert|ERA_UNKNOWN|DEAD|N/A
.megatron_gpt2|ERA_UNKNOWN|DEAD|N/A
.metaclip_2|ERA_UNKNOWN|DEAD|N/A
.mgp_str|ERA_UNKNOWN|DEAD|N/A
.mimi|ERA_UNKNOWN|DEAD|N/A
.minimax|ERA_UNKNOWN|DEAD|N/A
.minimax_m2|ERA_UNKNOWN|DEAD|N/A
.ministral|ERA_UNKNOWN|DEAD|N/A
.ministral3|ERA_UNKNOWN|DEAD|N/A
.mistral|ERA_UNKNOWN|DEAD|N/A
.mistral3|ERA_UNKNOWN|DEAD|N/A
.mixtral|ERA_UNKNOWN|DEAD|N/A
.mlcd|ERA_UNKNOWN|DEAD|N/A
.mllama|ERA_UNKNOWN|DEAD|N/A
.mluke|ERA_UNKNOWN|DEAD|N/A
.mm_grounding_dino|ERA_UNKNOWN|DEAD|N/A
.mobilebert|ERA_UNKNOWN|DEAD|N/A
.mobilenet_v1|ERA_UNKNOWN|DEAD|N/A
.mobilenet_v2|ERA_UNKNOWN|DEAD|N/A
.mobilevit|ERA_UNKNOWN|DEAD|N/A
.mobilevitv2|ERA_UNKNOWN|DEAD|N/A
.modernbert|ERA_UNKNOWN|DEAD|N/A
.modernbert_decoder|ERA_UNKNOWN|DEAD|N/A
.moonshine|ERA_UNKNOWN|DEAD|N/A
.moshi|ERA_UNKNOWN|DEAD|N/A
.mpnet|ERA_UNKNOWN|DEAD|N/A
.mpt|ERA_UNKNOWN|DEAD|N/A
.mra|ERA_UNKNOWN|DEAD|N/A
.mt5|ERA_UNKNOWN|DEAD|N/A
.musicgen|ERA_UNKNOWN|DEAD|N/A
.musicgen_melody|ERA_UNKNOWN|DEAD|N/A
.mvp|ERA_UNKNOWN|DEAD|N/A
.myt5|ERA_UNKNOWN|DEAD|N/A
.nanochat|ERA_UNKNOWN|DEAD|N/A
.nemotron|ERA_UNKNOWN|DEAD|N/A
.nllb|ERA_UNKNOWN|DEAD|N/A
.nllb_moe|ERA_UNKNOWN|DEAD|N/A
.nougat|ERA_UNKNOWN|DEAD|N/A
.nystromformer|ERA_UNKNOWN|DEAD|N/A
.olmo|ERA_UNKNOWN|DEAD|N/A
.olmo2|ERA_UNKNOWN|DEAD|N/A
.olmo3|ERA_UNKNOWN|DEAD|N/A
.olmoe|ERA_UNKNOWN|DEAD|N/A
.omdet_turbo|ERA_UNKNOWN|DEAD|N/A
.oneformer|ERA_UNKNOWN|DEAD|N/A
.opt|ERA_UNKNOWN|DEAD|N/A
.ovis2|ERA_UNKNOWN|DEAD|N/A
.owlv2|ERA_UNKNOWN|DEAD|N/A
.owlvit|ERA_UNKNOWN|DEAD|N/A
.paddleocr_vl|ERA_UNKNOWN|DEAD|N/A
.paligemma|ERA_UNKNOWN|DEAD|N/A
.parakeet|ERA_UNKNOWN|DEAD|N/A
.patchtsmixer|ERA_UNKNOWN|DEAD|N/A
.patchtst|ERA_UNKNOWN|DEAD|N/A
.pe_audio|ERA_UNKNOWN|DEAD|N/A
.pe_audio_video|ERA_UNKNOWN|DEAD|N/A
.pe_video|ERA_UNKNOWN|DEAD|N/A
.pegasus|ERA_UNKNOWN|DEAD|N/A
.pegasus_x|ERA_UNKNOWN|DEAD|N/A
.perceiver|ERA_UNKNOWN|DEAD|N/A
.perception_lm|ERA_UNKNOWN|DEAD|N/A
.persimmon|ERA_UNKNOWN|DEAD|N/A
.phi|ERA_UNKNOWN|DEAD|N/A
.phi3|ERA_UNKNOWN|DEAD|N/A
.phi4_multimodal|ERA_UNKNOWN|DEAD|N/A
.phimoe|ERA_UNKNOWN|DEAD|N/A
.phobert|ERA_UNKNOWN|DEAD|N/A
.pix2struct|ERA_UNKNOWN|DEAD|N/A
.pixio|ERA_UNKNOWN|DEAD|N/A
.pixtral|ERA_UNKNOWN|DEAD|N/A
.plbart|ERA_UNKNOWN|DEAD|N/A
.poolformer|ERA_UNKNOWN|DEAD|N/A
.pop2piano|ERA_UNKNOWN|DEAD|N/A
.prompt_depth_anything|ERA_UNKNOWN|DEAD|N/A
.prophetnet|ERA_UNKNOWN|DEAD|N/A
.pvt|ERA_UNKNOWN|DEAD|N/A
.pvt_v2|ERA_UNKNOWN|DEAD|N/A
.qwen2|ERA_UNKNOWN|DEAD|N/A
.qwen2_5_omni|ERA_UNKNOWN|DEAD|N/A
.qwen2_5_vl|ERA_UNKNOWN|DEAD|N/A
.qwen2_audio|ERA_UNKNOWN|DEAD|N/A
.qwen2_moe|ERA_UNKNOWN|DEAD|N/A
.qwen2_vl|ERA_UNKNOWN|DEAD|N/A
.qwen3|ERA_UNKNOWN|DEAD|N/A
.qwen3_moe|ERA_UNKNOWN|DEAD|N/A
.qwen3_next|ERA_UNKNOWN|DEAD|N/A
.qwen3_omni_moe|ERA_UNKNOWN|DEAD|N/A
.qwen3_vl|ERA_UNKNOWN|DEAD|N/A
.qwen3_vl_moe|ERA_UNKNOWN|DEAD|N/A
.rag|ERA_UNKNOWN|DEAD|N/A
.recurrent_gemma|ERA_UNKNOWN|DEAD|N/A
.reformer|ERA_UNKNOWN|DEAD|N/A
.regnet|ERA_UNKNOWN|DEAD|N/A
.rembert|ERA_UNKNOWN|DEAD|N/A
.resnet|ERA_UNKNOWN|DEAD|N/A
.roberta|ERA_UNKNOWN|DEAD|N/A
.roberta_prelayernorm|ERA_UNKNOWN|DEAD|N/A
.roc_bert|ERA_UNKNOWN|DEAD|N/A
.roformer|ERA_UNKNOWN|DEAD|N/A
.rt_detr|ERA_UNKNOWN|DEAD|N/A
.rt_detr_v2|ERA_UNKNOWN|DEAD|N/A
.rwkv|ERA_UNKNOWN|DEAD|N/A
.sam|ERA_UNKNOWN|DEAD|N/A
.sam2|ERA_UNKNOWN|DEAD|N/A
.sam2_video|ERA_UNKNOWN|DEAD|N/A
.sam3|ERA_UNKNOWN|DEAD|N/A
.sam3_tracker|ERA_UNKNOWN|DEAD|N/A
.sam3_tracker_video|ERA_UNKNOWN|DEAD|N/A
.sam3_video|ERA_UNKNOWN|DEAD|N/A
.sam_hq|ERA_UNKNOWN|DEAD|N/A
.seamless_m4t|ERA_UNKNOWN|DEAD|N/A
.seamless_m4t_v2|ERA_UNKNOWN|DEAD|N/A
.seed_oss|ERA_UNKNOWN|DEAD|N/A
.segformer|ERA_UNKNOWN|DEAD|N/A
.seggpt|ERA_UNKNOWN|DEAD|N/A
.sew|ERA_UNKNOWN|DEAD|N/A
.sew_d|ERA_UNKNOWN|DEAD|N/A
.shieldgemma2|ERA_UNKNOWN|DEAD|N/A
.siglip|ERA_UNKNOWN|DEAD|N/A
.siglip2|ERA_UNKNOWN|DEAD|N/A
.smollm3|ERA_UNKNOWN|DEAD|N/A
.smolvlm|ERA_UNKNOWN|DEAD|N/A
.solar_open|ERA_UNKNOWN|DEAD|N/A
.speech_encoder_decoder|ERA_UNKNOWN|DEAD|N/A
.speech_to_text|ERA_UNKNOWN|DEAD|N/A
.speecht5|ERA_UNKNOWN|DEAD|N/A
.splinter|ERA_UNKNOWN|DEAD|N/A
.squeezebert|ERA_UNKNOWN|DEAD|N/A
.stablelm|ERA_UNKNOWN|DEAD|N/A
.starcoder2|ERA_UNKNOWN|DEAD|N/A
.superglue|ERA_UNKNOWN|DEAD|N/A
.superpoint|ERA_UNKNOWN|DEAD|N/A
.swiftformer|ERA_UNKNOWN|DEAD|N/A
.swin|ERA_UNKNOWN|DEAD|N/A
.swin2sr|ERA_UNKNOWN|DEAD|N/A
.swinv2|ERA_UNKNOWN|DEAD|N/A
.switch_transformers|ERA_UNKNOWN|DEAD|N/A
.t5|ERA_UNKNOWN|DEAD|N/A
.t5gemma|ERA_UNKNOWN|DEAD|N/A
.t5gemma2|ERA_UNKNOWN|DEAD|N/A
.table_transformer|ERA_UNKNOWN|DEAD|N/A
.tapas|ERA_UNKNOWN|DEAD|N/A
.textnet|ERA_UNKNOWN|DEAD|N/A
.time_series_transformer|ERA_UNKNOWN|DEAD|N/A
.timesfm|ERA_UNKNOWN|DEAD|N/A
.timesformer|ERA_UNKNOWN|DEAD|N/A
.timm_backbone|ERA_UNKNOWN|DEAD|N/A
.timm_wrapper|ERA_UNKNOWN|DEAD|N/A
.trocr|ERA_UNKNOWN|DEAD|N/A
.tvp|ERA_UNKNOWN|DEAD|N/A
.udop|ERA_UNKNOWN|DEAD|N/A
.umt5|ERA_UNKNOWN|DEAD|N/A
.unispeech|ERA_UNKNOWN|DEAD|N/A
.unispeech_sat|ERA_UNKNOWN|DEAD|N/A
.univnet|ERA_UNKNOWN|DEAD|N/A
.upernet|ERA_UNKNOWN|DEAD|N/A
.vaultgemma|ERA_UNKNOWN|DEAD|N/A
.video_llama_3|ERA_UNKNOWN|DEAD|N/A
.video_llava|ERA_UNKNOWN|DEAD|N/A
.videomae|ERA_UNKNOWN|DEAD|N/A
.vilt|ERA_UNKNOWN|DEAD|N/A
.vipllava|ERA_UNKNOWN|DEAD|N/A
.vision_encoder_decoder|ERA_UNKNOWN|DEAD|N/A
.vision_text_dual_encoder|ERA_UNKNOWN|DEAD|N/A
.visual_bert|ERA_UNKNOWN|DEAD|N/A
.vit|ERA_UNKNOWN|DEAD|N/A
.vit_mae|ERA_UNKNOWN|DEAD|N/A
.vit_msn|ERA_UNKNOWN|DEAD|N/A
.vitdet|ERA_UNKNOWN|DEAD|N/A
.vitmatte|ERA_UNKNOWN|DEAD|N/A
.vitpose|ERA_UNKNOWN|DEAD|N/A
.vitpose_backbone|ERA_UNKNOWN|DEAD|N/A
.vits|ERA_UNKNOWN|DEAD|N/A
.vivit|ERA_UNKNOWN|DEAD|N/A
.vjepa2|ERA_UNKNOWN|DEAD|N/A
.voxtral|ERA_UNKNOWN|DEAD|N/A
.wav2vec2|ERA_UNKNOWN|DEAD|N/A
.wav2vec2_bert|ERA_UNKNOWN|DEAD|N/A
.wav2vec2_conformer|ERA_UNKNOWN|DEAD|N/A
.wav2vec2_phoneme|ERA_UNKNOWN|DEAD|N/A
.wav2vec2_with_lm|ERA_UNKNOWN|DEAD|N/A
.wavlm|ERA_UNKNOWN|DEAD|N/A
.whisper|ERA_UNKNOWN|DEAD|N/A
.x_clip|ERA_UNKNOWN|DEAD|N/A
.xcodec|ERA_UNKNOWN|DEAD|N/A
.xglm|ERA_UNKNOWN|DEAD|N/A
.xlm|ERA_UNKNOWN|DEAD|N/A
.xlm_roberta|ERA_UNKNOWN|DEAD|N/A
.xlm_roberta_xl|ERA_UNKNOWN|DEAD|N/A
.xlnet|ERA_UNKNOWN|DEAD|N/A
.xlstm|ERA_UNKNOWN|DEAD|N/A
.xmod|ERA_UNKNOWN|DEAD|N/A
.yolos|ERA_UNKNOWN|DEAD|N/A
.yoso|ERA_UNKNOWN|DEAD|N/A
.zamba|ERA_UNKNOWN|DEAD|N/A
.zamba2|ERA_UNKNOWN|DEAD|N/A
.zoedepth|ERA_UNKNOWN|DEAD|N/A
.configuration_afmoe|ERA_UNKNOWN|DEAD|N/A
.modeling_afmoe|ERA_UNKNOWN|DEAD|N/A
...modeling_rope_utils|ERA_UNKNOWN|DEAD|N/A
...activations|ERA_UNKNOWN|DEAD|N/A
...cache_utils|ERA_UNKNOWN|DEAD|N/A
...generation|ERA_UNKNOWN|DEAD|N/A
...integrations|ERA_UNKNOWN|DEAD|N/A
...masking_utils|ERA_UNKNOWN|DEAD|N/A
...modeling_layers|ERA_UNKNOWN|DEAD|N/A
...modeling_outputs|ERA_UNKNOWN|DEAD|N/A
...modeling_utils|ERA_UNKNOWN|DEAD|N/A
...processing_utils|ERA_UNKNOWN|DEAD|N/A
..gpt_oss.modeling_gpt_oss|ERA_UNKNOWN|DEAD|N/A
..llama.modeling_llama|ERA_UNKNOWN|DEAD|N/A
..qwen2_moe.modeling_qwen2_moe|ERA_UNKNOWN|DEAD|N/A
.configuration_aimv2|ERA_UNKNOWN|DEAD|N/A
.modeling_aimv2|ERA_UNKNOWN|DEAD|N/A
..clip.modeling_clip|ERA_UNKNOWN|DEAD|N/A
..siglip.configuration_siglip|ERA_UNKNOWN|DEAD|N/A
..siglip.modeling_siglip|ERA_UNKNOWN|DEAD|N/A
.configuration_albert|ERA_UNKNOWN|DEAD|N/A
.modeling_albert|ERA_UNKNOWN|DEAD|N/A
.tokenization_albert|ERA_UNKNOWN|DEAD|N/A
...pytorch_utils|ERA_UNKNOWN|DEAD|N/A
...tokenization_utils_tokenizers|ERA_UNKNOWN|DEAD|N/A
.configuration_align|ERA_UNKNOWN|DEAD|N/A
.modeling_align|ERA_UNKNOWN|DEAD|N/A
.processing_align|ERA_UNKNOWN|DEAD|N/A
.configuration_altclip|ERA_UNKNOWN|DEAD|N/A
.modeling_altclip|ERA_UNKNOWN|DEAD|N/A
.processing_altclip|ERA_UNKNOWN|DEAD|N/A
.configuration_apertus|ERA_UNKNOWN|DEAD|N/A
.modeling_apertus|ERA_UNKNOWN|DEAD|N/A
