# 03_MODULE_RESOLUTION.txt
# Module existence verification on filesystem
# Format: <module_path>|<status>|<resolved_file_path>

torch.utils.benchmark.utils.valgrind_wrapper.timer_interface|DEAD|NO_FILE
torch.utils.benchmark.utils.sparse_fuzzer|DEAD|NO_FILE
torch.utils.benchmark.op_fuzzers.binary|DEAD|NO_FILE
torch.utils.benchmark.op_fuzzers.unary|DEAD|NO_FILE
torch.utils.benchmark.op_fuzzers.spectral|DEAD|NO_FILE
torch.utils.benchmark.utils|DEAD|NO_FILE
torch.utils.benchmark.utils._stubs|DEAD|NO_FILE
torch.utils.benchmark.utils.valgrind_wrapper|DEAD|NO_FILE
torch._appdirs|DEAD|NO_FILE
.file_baton|DEAD|NO_FILE
._cpp_extension_versioner|DEAD|NO_FILE
.hipify|DEAD|NO_FILE
.hipify.hipify_python|DEAD|NO_FILE
setuptools._distutils|DEAD|NO_FILE
setuptools._distutils.compilers.C|DEAD|NO_FILE
torch.utils.data.dataloader|DEAD|NO_FILE
torch.utils.data.datapipes._decorator|DEAD|NO_FILE
torch.utils.data.datapipes.datapipe|DEAD|NO_FILE
torch.utils.data.dataset|DEAD|NO_FILE
torch.utils.data.sampler|DEAD|NO_FILE
torch.utils.data.graph_settings|DEAD|NO_FILE
torch.utils.data.datapipes|DEAD|NO_FILE
torch.utils.data.datapipes._typing|DEAD|NO_FILE
torch.utils.data.datapipes._hook_iterator|DEAD|NO_FILE
torch.utils.data.datapipes.dataframe.dataframes|DEAD|NO_FILE
torch.utils.data.datapipes.dataframe.datapipes|DEAD|NO_FILE
pandas  # type: ignore[import]|DEAD|NO_FILE
torch.utils.data.datapipes.dataframe.structures|DEAD|NO_FILE
torch.utils.data.datapipes.dataframe|DEAD|NO_FILE
torch.utils.data.datapipes.utils.common|DEAD|NO_FILE
torchgen.api.python|DEAD|NO_FILE
torch.utils.data.datapipes.iter.callable|DEAD|NO_FILE
torch.utils.data.datapipes.iter.combinatorics|DEAD|NO_FILE
torch.utils.data.datapipes.iter.combining|DEAD|NO_FILE
torch.utils.data.datapipes.iter.filelister|DEAD|NO_FILE
torch.utils.data.datapipes.iter.fileopener|DEAD|NO_FILE
torch.utils.data.datapipes.iter.grouping|DEAD|NO_FILE
torch.utils.data.datapipes.iter.routeddecoder|DEAD|NO_FILE
torch.utils.data.datapipes.iter.selecting|DEAD|NO_FILE
torch.utils.data.datapipes.iter.sharding|DEAD|NO_FILE
torch.utils.data.datapipes.iter.streamreader|DEAD|NO_FILE
torch.utils.data.datapipes.iter.utils|DEAD|NO_FILE
torch.utils.data._utils.collate|DEAD|NO_FILE
torcharrow.pytorch|DEAD|NO_FILE
torch.utils.data.datapipes.utils.decoder|DEAD|NO_FILE
torch.utils.data.datapipes.map.callable|DEAD|NO_FILE
torch.utils.data.datapipes.map.combinatorics|DEAD|NO_FILE
torch.utils.data.datapipes.map.combining|DEAD|NO_FILE
torch.utils.data.datapipes.map.grouping|DEAD|NO_FILE
torch.utils.data.datapipes.map.utils|DEAD|NO_FILE
torchvision.io|DEAD|NO_FILE
torchaudio  # type: ignore[import]|DEAD|NO_FILE
torch.utils.data.graph|DEAD|NO_FILE
.module_tracker|DEAD|NO_FILE
.cuda_to_hip_mappings|DEAD|NO_FILE
torch.utils.show_pickle|DEAD|NO_FILE
tensorboard|DEAD|NO_FILE
.writer|DEAD|NO_FILE
tensorboard.summary.writer.record_writer|DEAD|NO_FILE
._convert_np|DEAD|NO_FILE
tensorboard.compat|DEAD|NO_FILE
tensorboard.plugins.projector.projector_config_pb2|DEAD|NO_FILE
tensorboard.compat.proto.graph_pb2|DEAD|NO_FILE
tensorboard.compat.proto.node_def_pb2|DEAD|NO_FILE
tensorboard.compat.proto.versions_pb2|DEAD|NO_FILE
tensorboard.compat.proto.attr_value_pb2|DEAD|NO_FILE
tensorboard.compat.proto.tensor_shape_pb2|DEAD|NO_FILE
tensorboard.compat.proto.config_pb2|DEAD|NO_FILE
tensorboard.compat.proto.step_stats_pb2|DEAD|NO_FILE
._proto_graph|DEAD|NO_FILE
google.protobuf|DEAD|NO_FILE
tensorboard.compat.proto.summary_pb2|DEAD|NO_FILE
tensorboard.compat.proto.tensor_pb2|DEAD|NO_FILE
tensorboard.plugins.custom_scalar|DEAD|NO_FILE
tensorboard.plugins.pr_curve.plugin_data_pb2|DEAD|NO_FILE
tensorboard.plugins.text.plugin_data_pb2|DEAD|NO_FILE
tensorboard.plugins.hparams.api_pb2|DEAD|NO_FILE
tensorboard.plugins.hparams.metadata|DEAD|NO_FILE
tensorboard.plugins.hparams.plugin_data_pb2|DEAD|NO_FILE
moviepy  # noqa: F401|DEAD|NO_FILE
moviepy|DEAD|NO_FILE
wave|DEAD|NO_FILE
tensorboard.plugins.mesh|DEAD|NO_FILE
tensorboard.plugins.mesh.plugin_data_pb2|DEAD|NO_FILE
tensorboard.compat.proto|DEAD|NO_FILE
tensorboard.compat.proto.event_pb2|DEAD|NO_FILE
tensorboard.summary.writer.event_file_writer|DEAD|NO_FILE
._embedding|DEAD|NO_FILE
._onnx_graph|DEAD|NO_FILE
._pytorch_graph|DEAD|NO_FILE
.summary|DEAD|NO_FILE
torch.cuda._memory_viz|DEAD|NO_FILE
torchgen.api|DEAD|NO_FILE
torchgen.api.types|DEAD|NO_FILE
torchgen.gen|DEAD|NO_FILE
torchgen.api.types.types|DEAD|NO_FILE
torchgen.api.types.types_base|DEAD|NO_FILE
torchgen.api.types.signatures|DEAD|NO_FILE
torchgen.local|DEAD|NO_FILE
torchgen.dest.lazy_ir|DEAD|NO_FILE
torchgen.dest.native_functions|DEAD|NO_FILE
torchgen.dest.register_dispatch_key|DEAD|NO_FILE
torchgen.dest.ufunc|DEAD|NO_FILE
torchgen.api.dispatcher|DEAD|NO_FILE
torchgen.api.lazy|DEAD|NO_FILE
torchgen.api.translate|DEAD|NO_FILE
torchgen.context|DEAD|NO_FILE
torchgen.dest.lazy_ts_lowering|DEAD|NO_FILE
torchgen.api.meta|DEAD|NO_FILE
torchgen.api.structured|DEAD|NO_FILE
torchgen.api.cpp|DEAD|NO_FILE
torchgen.selective_build.selector|DEAD|NO_FILE
torchgen.api.ufunc|DEAD|NO_FILE
torchgen.api.native|DEAD|NO_FILE
torchgen.dest|DEAD|NO_FILE
torchgen.gen_aoti_c_shim|DEAD|NO_FILE
torchgen.gen_functionalization_type|DEAD|NO_FILE
torchgen.gen_vmap_plumbing|DEAD|NO_FILE
torchgen.native_function_generation|DEAD|NO_FILE
torchgen.yaml_utils|DEAD|NO_FILE
torchgen.code_template|DEAD|NO_FILE
torchgen.gen_backend_stubs|DEAD|NO_FILE
torch.jit.generate_bytecode|DEAD|NO_FILE
torchgen.operator_versions.gen_mobile_upgraders_constant|DEAD|NO_FILE
torchgen.api.autograd|DEAD|NO_FILE
.gen_python_functions|DEAD|NO_FILE
.gen_autograd_functions|DEAD|NO_FILE
.gen_inplace_or_view_type|DEAD|NO_FILE
.gen_trace_type|DEAD|NO_FILE
.gen_variable_factories|DEAD|NO_FILE
.gen_variable_type|DEAD|NO_FILE
.gen_view_funcs|DEAD|NO_FILE
.load_derivatives|DEAD|NO_FILE
torchgen.api.functionalization|DEAD|NO_FILE
torchgen.selective_build.operator|DEAD|NO_FILE
libfb.py.log|DEAD|NO_FILE
torchgen.static_runtime|DEAD|NO_FILE
._monitor|DEAD|NO_FILE
._tqdm_pandas|DEAD|NO_FILE
.gui|DEAD|NO_FILE
.std|DEAD|NO_FILE
.notebook|DEAD|NO_FILE
.autonotebook|DEAD|NO_FILE
..auto|DEAD|NO_FILE
..std|DEAD|NO_FILE
.slack|DEAD|NO_FILE
.telegram|DEAD|NO_FILE
.discord|DEAD|NO_FILE
requests.utils|DEAD|NO_FILE
.utils_worker|DEAD|NO_FILE
tqdm.contrib.logging|DEAD|NO_FILE
slack_sdk|DEAD|NO_FILE
dask.callbacks|DEAD|NO_FILE
.auto|DEAD|NO_FILE
keras|DEAD|NO_FILE
IPython.html.widgets|DEAD|NO_FILE
tkinter.ttk|DEAD|NO_FILE
tqdm.utils|DEAD|NO_FILE
._dist_ver|DEAD|NO_FILE
.utils.import_utils|DEAD|NO_FILE
.cache_utils|DEAD|NO_FILE
.configuration_utils|DEAD|NO_FILE
.convert_slow_tokenizer|DEAD|NO_FILE
.core_model_loading|DEAD|NO_FILE
.data.data_collator|DEAD|NO_FILE
.data.datasets|DEAD|NO_FILE
.feature_extraction_sequence_utils|DEAD|NO_FILE
.feature_extraction_utils|DEAD|NO_FILE
.generation|DEAD|NO_FILE
.hf_argparser|DEAD|NO_FILE
.image_processing_base|DEAD|NO_FILE
.image_processing_utils|DEAD|NO_FILE
.image_processing_utils_fast|DEAD|NO_FILE
.image_utils|DEAD|NO_FILE
.integrations|DEAD|NO_FILE
.integrations.executorch|DEAD|NO_FILE
.masking_utils|DEAD|NO_FILE
.model_debugging_utils|DEAD|NO_FILE
.modeling_layers|DEAD|NO_FILE
.modeling_rope_utils|DEAD|NO_FILE
.modeling_utils|DEAD|NO_FILE
.models.mamba.modeling_mamba|DEAD|NO_FILE
.models.timm_wrapper|DEAD|NO_FILE
.optimization|DEAD|NO_FILE
.pipelines|DEAD|NO_FILE
.processing_utils|DEAD|NO_FILE
.pytorch_utils|DEAD|NO_FILE
.tokenization_python|DEAD|NO_FILE
.tokenization_utils_base|DEAD|NO_FILE
.tokenization_utils_sentencepiece|DEAD|NO_FILE
.tokenization_utils_tokenizers|DEAD|NO_FILE
.trainer_callback|DEAD|NO_FILE
.trainer_pt_utils|DEAD|NO_FILE
.trainer_seq2seq|DEAD|NO_FILE
.trainer_utils|DEAD|NO_FILE
.training_args_seq2seq|DEAD|NO_FILE
.utils.kernel_config|DEAD|NO_FILE
.utils.quantization_config|DEAD|NO_FILE
.video_processing_utils|DEAD|NO_FILE
.integrations.hub_kernels|DEAD|NO_FILE
xielu.ops  # noqa: F401|DEAD|NO_FILE
soundfile|DEAD|NO_FILE
librosa|DEAD|NO_FILE
soxr|DEAD|NO_FILE
torchcodec.decoders|DEAD|NO_FILE
hqq.core.quantize|DEAD|NO_FILE
optimum.quanto|DEAD|NO_FILE
.add_fast_image_processor|DEAD|NO_FILE
libcst|DEAD|NO_FILE
..models.auto.configuration_auto|DEAD|NO_FILE
..models.auto.feature_extraction_auto|DEAD|NO_FILE
..models.auto.image_processing_auto|DEAD|NO_FILE
..models.auto.processing_auto|DEAD|NO_FILE
..models.auto.tokenization_auto|DEAD|NO_FILE
..models.auto.video_processing_auto|DEAD|NO_FILE
...utils.import_utils|DEAD|NO_FILE
transformers.models.auto.configuration_auto|DEAD|NO_FILE
readline  # noqa importing this enables GNU readline capabilities|DEAD|NO_FILE
rich.live|DEAD|NO_FILE
..models.auto|DEAD|NO_FILE
..generation.continuous_batching|DEAD|NO_FILE
openai.types.audio.transcription|DEAD|NO_FILE
openai.types.audio.transcription_create_params|DEAD|NO_FILE
openai.types.chat|DEAD|NO_FILE
openai.types.chat.chat_completion|DEAD|NO_FILE
openai.types.chat.chat_completion_chunk|DEAD|NO_FILE
openai.types.chat.completion_create_params|DEAD|NO_FILE
openai.types.responses|DEAD|NO_FILE
openai.types.responses.response_create_params|DEAD|NO_FILE
transformers.models.auto.modeling_auto|DEAD|NO_FILE
..integrations.deepspeed|DEAD|NO_FILE
accelerate.commands.config|DEAD|NO_FILE
deepspeed|DEAD|NO_FILE
transformers.cli.add_fast_image_processor|DEAD|NO_FILE
transformers.cli.add_new_model_like|DEAD|NO_FILE
transformers.cli.chat|DEAD|NO_FILE
transformers.cli.download|DEAD|NO_FILE
transformers.cli.serve|DEAD|NO_FILE
transformers.cli.system|DEAD|NO_FILE
.dynamic_module_utils|DEAD|NO_FILE
.generation.configuration_utils|DEAD|NO_FILE
.modeling_gguf_pytorch_utils|DEAD|NO_FILE
.utils.generic|DEAD|NO_FILE
transformers.models.auto|DEAD|NO_FILE
.quantizers|DEAD|NO_FILE
sentencepiece|DEAD|NO_FILE
.models.roformer.tokenization_utils|DEAD|NO_FILE
tiktoken.load|DEAD|NO_FILE
.integrations.accelerate|DEAD|NO_FILE
.integrations.tensor_parallel|DEAD|NO_FILE
.conversion_mapping|DEAD|NO_FILE
.data_collator|DEAD|NO_FILE
..tokenization_utils_base|DEAD|NO_FILE
.glue|DEAD|NO_FILE
.squad|DEAD|NO_FILE
...tokenization_utils_base|DEAD|NO_FILE
..processors.glue|DEAD|NO_FILE
..processors.utils|DEAD|NO_FILE
...models.auto.modeling_auto|DEAD|NO_FILE
...tokenization_python|DEAD|NO_FILE
..processors.squad|DEAD|NO_FILE
...models.bert|DEAD|NO_FILE
.xnli|DEAD|NO_FILE
...models.bert.tokenization_bert_legacy|DEAD|NO_FILE
.dependency_versions_table|DEAD|NO_FILE
.utils.versions|DEAD|NO_FILE
.audio_utils|DEAD|NO_FILE
.utils.hub|DEAD|NO_FILE
.streamers|DEAD|NO_FILE
.candidate_generator|DEAD|NO_FILE
.continuous_batching|DEAD|NO_FILE
.logits_process|DEAD|NO_FILE
.stopping_criteria|DEAD|NO_FILE
.watermarking|DEAD|NO_FILE
..pytorch_utils|DEAD|NO_FILE
..modeling_utils|DEAD|NO_FILE
..configuration_utils|DEAD|NO_FILE
.continuous_api|DEAD|NO_FILE
...configuration_utils|DEAD|NO_FILE
...generation.configuration_utils|DEAD|NO_FILE
...utils.generic|DEAD|NO_FILE
...utils.metrics|DEAD|NO_FILE
.cache_manager|DEAD|NO_FILE
...generation.logits_process|DEAD|NO_FILE
...utils.logging|DEAD|NO_FILE
..utils.logging|DEAD|NO_FILE
..generation.configuration_utils|DEAD|NO_FILE
..cache_utils|DEAD|NO_FILE
..dynamic_module_utils|DEAD|NO_FILE
..integrations.fsdp|DEAD|NO_FILE
..masking_utils|DEAD|NO_FILE
..tokenization_python|DEAD|NO_FILE
..utils.generic|DEAD|NO_FILE
accelerate.hooks|DEAD|NO_FILE
.image_transforms|DEAD|NO_FILE
huggingface_hub.dataclasses|DEAD|NO_FILE
torchvision.transforms.v2.functional|DEAD|NO_FILE
.utils.constants|DEAD|NO_FILE
torchvision.transforms|DEAD|NO_FILE
.aqlm|DEAD|NO_FILE
.awq|DEAD|NO_FILE
.bitnet|DEAD|NO_FILE
.bitsandbytes|DEAD|NO_FILE
.deepspeed|DEAD|NO_FILE
.eetq|DEAD|NO_FILE
.fbgemm_fp8|DEAD|NO_FILE
.finegrained_fp8|DEAD|NO_FILE
.fsdp|DEAD|NO_FILE
.ggml|DEAD|NO_FILE
.higgs|DEAD|NO_FILE
.hqq|DEAD|NO_FILE
.hub_kernels|DEAD|NO_FILE
.integration_utils|DEAD|NO_FILE
.moe|DEAD|NO_FILE
.mxfp4|DEAD|NO_FILE
.peft|DEAD|NO_FILE
.quanto|DEAD|NO_FILE
.spqr|DEAD|NO_FILE
.vptq|DEAD|NO_FILE
.tensor_parallel|DEAD|NO_FILE
.flex_attention|DEAD|NO_FILE
..utils.quantization_config|DEAD|NO_FILE
accelerate.utils|DEAD|NO_FILE
accelerate.utils.modeling|DEAD|NO_FILE
..quantizers|DEAD|NO_FILE
..core_model_loading|DEAD|NO_FILE
..quantizers.quantizers_utils|DEAD|NO_FILE
aqlm|DEAD|NO_FILE
gptqmodel.quantization.awq.modules.act|DEAD|NO_FILE
gptqmodel.quantization|DEAD|NO_FILE
gptqmodel.utils.importer|DEAD|NO_FILE
..models.llama.modeling_llama|DEAD|NO_FILE
bitsandbytes|DEAD|NO_FILE
..dependency_versions_check|DEAD|NO_FILE
accelerate.utils.deepspeed|DEAD|NO_FILE
deepspeed.utils|DEAD|NO_FILE
..generation.continuous_batching.cache|DEAD|NO_FILE
..activations|DEAD|NO_FILE
fbgemm_gpu.experimental.gen_ai  # noqa: F401|DEAD|NO_FILE
..integrations|DEAD|NO_FILE
..modeling_flash_attention_utils|DEAD|NO_FILE
..utils.import_utils|DEAD|NO_FILE
fp_quant|DEAD|NO_FILE
transformers.utils.quantization_config|DEAD|NO_FILE
..convert_slow_tokenizer|DEAD|NO_FILE
flute.integrations.higgs|DEAD|NO_FILE
flute.tune|DEAD|NO_FILE
fast_hadamard_transform|DEAD|NO_FILE
.flash_attention|DEAD|NO_FILE
kernels|DEAD|NO_FILE
comet_ml|DEAD|NO_FILE
..trainer_callback|DEAD|NO_FILE
..trainer_utils|DEAD|NO_FILE
..training_args|DEAD|NO_FILE
optuna|DEAD|NO_FILE
accelerate.utils.memory|DEAD|NO_FILE
ray.tune|DEAD|NO_FILE
transformers.utils.notebook|DEAD|NO_FILE
ray.tune.schedulers|DEAD|NO_FILE
datasets.load|DEAD|NO_FILE
wandb.env|DEAD|NO_FILE
wandb.sdk.lib.config_util|DEAD|NO_FILE
..trainer|DEAD|NO_FILE
trackio|DEAD|NO_FILE
azureml.core.run|DEAD|NO_FILE
dagshub.upload|DEAD|NO_FILE
neptune|DEAD|NO_FILE
neptune.internal.utils|DEAD|NO_FILE
neptune.new.internal.utils|DEAD|NO_FILE
neptune.new.metadata_containers.run|DEAD|NO_FILE
neptune.exceptions|DEAD|NO_FILE
neptune.new|DEAD|NO_FILE
neptune.new.exceptions|DEAD|NO_FILE
neptune.utils|DEAD|NO_FILE
codecarbon|DEAD|NO_FILE
flytekit|DEAD|NO_FILE
flytekitplugins.deck.renderer|DEAD|NO_FILE
dvclive|DEAD|NO_FILE
dvclive.plots|DEAD|NO_FILE
dvclive.utils|DEAD|NO_FILE
swanlab|DEAD|NO_FILE
transformers.convert_slow_tokenizer|DEAD|NO_FILE
transformers.tokenization_utils_tokenizers|DEAD|NO_FILE
mistral_common.tokens.tokenizers.base|DEAD|NO_FILE
mistral_common.tokens.tokenizers.mistral|DEAD|NO_FILE
..integrations.tensor_parallel|DEAD|NO_FILE
torch_npu|DEAD|NO_FILE
..conversion_mapping|DEAD|NO_FILE
..utils.hub|DEAD|NO_FILE
..utils.loading_report|DEAD|NO_FILE
peft.mapping|DEAD|NO_FILE
peft.tuners.tuners_utils|DEAD|NO_FILE
peft.utils|DEAD|NO_FILE
peft.functional|DEAD|NO_FILE
spqr_quant|DEAD|NO_FILE
..distributed|DEAD|NO_FILE
tiktoken|DEAD|NO_FILE
torchao.prototype.safetensors.safetensors_support|DEAD|NO_FILE
torchao.prototype.safetensors.safetensors_utils|DEAD|NO_FILE
torchao.dtypes|DEAD|NO_FILE
torchao.quantization.linear_activation_quantized_tensor|DEAD|NO_FILE
torchao.quantization|DEAD|NO_FILE
torch_xla.distributed.parallel_loader|DEAD|NO_FILE
vptq|DEAD|NO_FILE
.loss_for_object_detection|DEAD|NO_FILE
.loss_rt_detr|DEAD|NO_FILE
transformers.image_transforms|DEAD|NO_FILE
..image_transforms|DEAD|NO_FILE
.loss_d_fine|DEAD|NO_FILE
.loss_deformable_detr|DEAD|NO_FILE
.loss_grounding_dino|DEAD|NO_FILE
.loss_lw_detr|DEAD|NO_FILE
.models.auto.modeling_auto|DEAD|NO_FILE
.integrations.npu_flash_attention|DEAD|NO_FILE
flash_attn|DEAD|NO_FILE
flash_attn.bert_padding|DEAD|NO_FILE
flash_attn_interface|DEAD|NO_FILE
.integrations.flash_paged|DEAD|NO_FILE
.utils.logging|DEAD|NO_FILE
gguf|DEAD|NO_FILE
.modeling_outputs|DEAD|NO_FILE
.models.auto|DEAD|NO_FILE
.integrations.deepspeed|DEAD|NO_FILE
.integrations.eager_paged|DEAD|NO_FILE
.integrations.flash_attention|DEAD|NO_FILE
.integrations.flex_attention|DEAD|NO_FILE
.integrations.peft|DEAD|NO_FILE
.integrations.sdpa_attention|DEAD|NO_FILE
.integrations.sdpa_paged|DEAD|NO_FILE
.loss.loss_utils|DEAD|NO_FILE
.modeling_flash_attention_utils|DEAD|NO_FILE
.quantizers.auto|DEAD|NO_FILE
.quantizers.quantizers_utils|DEAD|NO_FILE
.safetensors_conversion|DEAD|NO_FILE
.utils.loading_report|DEAD|NO_FILE
smdistributed.modelparallel.torch|DEAD|NO_FILE
smdistributed.modelparallel|DEAD|NO_FILE
.afmoe|DEAD|NO_FILE
.aimv2|DEAD|NO_FILE
.albert|DEAD|NO_FILE
.altclip|DEAD|NO_FILE
.apertus|DEAD|NO_FILE
.arcee|DEAD|NO_FILE
.aria|DEAD|NO_FILE
.audio_spectrogram_transformer|DEAD|NO_FILE
.audioflamingo3|DEAD|NO_FILE
.autoformer|DEAD|NO_FILE
.aya_vision|DEAD|NO_FILE
.bamba|DEAD|NO_FILE
.bark|DEAD|NO_FILE
.bart|DEAD|NO_FILE
.barthez|DEAD|NO_FILE
.bartpho|DEAD|NO_FILE
.beit|DEAD|NO_FILE
.bert|DEAD|NO_FILE
.bert_generation|DEAD|NO_FILE
.bert_japanese|DEAD|NO_FILE
.bertweet|DEAD|NO_FILE
.big_bird|DEAD|NO_FILE
.bigbird_pegasus|DEAD|NO_FILE
.biogpt|DEAD|NO_FILE
.bit|DEAD|NO_FILE
.blenderbot|DEAD|NO_FILE
.blenderbot_small|DEAD|NO_FILE
.blip|DEAD|NO_FILE
.blip_2|DEAD|NO_FILE
.bloom|DEAD|NO_FILE
.blt|DEAD|NO_FILE
.bridgetower|DEAD|NO_FILE
.bros|DEAD|NO_FILE
.byt5|DEAD|NO_FILE
.camembert|DEAD|NO_FILE
.canine|DEAD|NO_FILE
.chameleon|DEAD|NO_FILE
.chinese_clip|DEAD|NO_FILE
.clap|DEAD|NO_FILE
.clip|DEAD|NO_FILE
.clipseg|DEAD|NO_FILE
.clvp|DEAD|NO_FILE
.code_llama|DEAD|NO_FILE
.cohere2|DEAD|NO_FILE
.cohere2_vision|DEAD|NO_FILE
.colpali|DEAD|NO_FILE
.colqwen2|DEAD|NO_FILE
.conditional_detr|DEAD|NO_FILE
.convbert|DEAD|NO_FILE
.convnext|DEAD|NO_FILE
.convnextv2|DEAD|NO_FILE
.cpm|DEAD|NO_FILE
.cpmant|DEAD|NO_FILE
.csm|DEAD|NO_FILE
.ctrl|DEAD|NO_FILE
.cvt|DEAD|NO_FILE
.cwm|DEAD|NO_FILE
.d_fine|DEAD|NO_FILE
.dab_detr|DEAD|NO_FILE
.dac|DEAD|NO_FILE
.data2vec|DEAD|NO_FILE
.dbrx|DEAD|NO_FILE
.deberta|DEAD|NO_FILE
.deberta_v2|DEAD|NO_FILE
.decision_transformer|DEAD|NO_FILE
.deepseek_v2|DEAD|NO_FILE
.deepseek_v3|DEAD|NO_FILE
.deepseek_vl|DEAD|NO_FILE
.deepseek_vl_hybrid|DEAD|NO_FILE
.deformable_detr|DEAD|NO_FILE
.deit|DEAD|NO_FILE
.depth_anything|DEAD|NO_FILE
.depth_pro|DEAD|NO_FILE
.detr|DEAD|NO_FILE
.dia|DEAD|NO_FILE
.dialogpt|DEAD|NO_FILE
.diffllama|DEAD|NO_FILE
.dinat|DEAD|NO_FILE
.dinov2|DEAD|NO_FILE
.dinov2_with_registers|DEAD|NO_FILE
.dinov3_convnext|DEAD|NO_FILE
.dinov3_vit|DEAD|NO_FILE
.distilbert|DEAD|NO_FILE
.dit|DEAD|NO_FILE
.doge|DEAD|NO_FILE
.donut|DEAD|NO_FILE
.dots1|DEAD|NO_FILE
.dpr|DEAD|NO_FILE
.dpt|DEAD|NO_FILE
.edgetam|DEAD|NO_FILE
.edgetam_video|DEAD|NO_FILE
.efficientloftr|DEAD|NO_FILE
.efficientnet|DEAD|NO_FILE
.electra|DEAD|NO_FILE
.emu3|DEAD|NO_FILE
.encodec|DEAD|NO_FILE
.encoder_decoder|DEAD|NO_FILE
.eomt|DEAD|NO_FILE
.ernie|DEAD|NO_FILE
.ernie4_5|DEAD|NO_FILE
.ernie4_5_moe|DEAD|NO_FILE
.ernie4_5_vl_moe|DEAD|NO_FILE
.esm|DEAD|NO_FILE
.evolla|DEAD|NO_FILE
.exaone4|DEAD|NO_FILE
.falcon|DEAD|NO_FILE
.falcon_h1|DEAD|NO_FILE
.falcon_mamba|DEAD|NO_FILE
.fast_vlm|DEAD|NO_FILE
.fastspeech2_conformer|DEAD|NO_FILE
.flaubert|DEAD|NO_FILE
.flava|DEAD|NO_FILE
.flex_olmo|DEAD|NO_FILE
.florence2|DEAD|NO_FILE
.fnet|DEAD|NO_FILE
.focalnet|DEAD|NO_FILE
.fsmt|DEAD|NO_FILE
.funnel|DEAD|NO_FILE
.fuyu|DEAD|NO_FILE
.gemma|DEAD|NO_FILE
.gemma2|DEAD|NO_FILE
.gemma3|DEAD|NO_FILE
.gemma3n|DEAD|NO_FILE
.git|DEAD|NO_FILE
.glm|DEAD|NO_FILE
.glm4|DEAD|NO_FILE
.glm4_moe|DEAD|NO_FILE
.glm4_moe_lite|DEAD|NO_FILE
.glm4v|DEAD|NO_FILE
.glm4v_moe|DEAD|NO_FILE
.glm46v|DEAD|NO_FILE
.glm_image|DEAD|NO_FILE
.glmasr|DEAD|NO_FILE
.glpn|DEAD|NO_FILE
.got_ocr2|DEAD|NO_FILE
.gpt2|DEAD|NO_FILE
.gpt_bigcode|DEAD|NO_FILE
.gpt_neo|DEAD|NO_FILE
.gpt_neox|DEAD|NO_FILE
.gpt_neox_japanese|DEAD|NO_FILE
.gpt_oss|DEAD|NO_FILE
.gpt_sw3|DEAD|NO_FILE
.gptj|DEAD|NO_FILE
.granite|DEAD|NO_FILE
.granite_speech|DEAD|NO_FILE
.granitemoe|DEAD|NO_FILE
.granitemoehybrid|DEAD|NO_FILE
.granitemoeshared|DEAD|NO_FILE
.grounding_dino|DEAD|NO_FILE
.groupvit|DEAD|NO_FILE
.helium|DEAD|NO_FILE
.herbert|DEAD|NO_FILE
.hgnet_v2|DEAD|NO_FILE
.hiera|DEAD|NO_FILE
.hubert|DEAD|NO_FILE
.hunyuan_v1_dense|DEAD|NO_FILE
.hunyuan_v1_moe|DEAD|NO_FILE
.ibert|DEAD|NO_FILE
.idefics|DEAD|NO_FILE
.idefics2|DEAD|NO_FILE
.idefics3|DEAD|NO_FILE
.ijepa|DEAD|NO_FILE
.imagegpt|DEAD|NO_FILE
.informer|DEAD|NO_FILE
.instructblip|DEAD|NO_FILE
.instructblipvideo|DEAD|NO_FILE
.internvl|DEAD|NO_FILE
.jais2|DEAD|NO_FILE
.jamba|DEAD|NO_FILE
.janus|DEAD|NO_FILE
.jetmoe|DEAD|NO_FILE
.kosmos2|DEAD|NO_FILE
.kosmos2_5|DEAD|NO_FILE
.kyutai_speech_to_text|DEAD|NO_FILE
.lasr|DEAD|NO_FILE
.layoutlm|DEAD|NO_FILE
.layoutlmv2|DEAD|NO_FILE
.layoutlmv3|DEAD|NO_FILE
.layoutxlm|DEAD|NO_FILE
.led|DEAD|NO_FILE
.levit|DEAD|NO_FILE
.lfm2|DEAD|NO_FILE
.lfm2_moe|DEAD|NO_FILE
.lfm2_vl|DEAD|NO_FILE
.lightglue|DEAD|NO_FILE
.lilt|DEAD|NO_FILE
.llama|DEAD|NO_FILE
.llama4|DEAD|NO_FILE
.llava|DEAD|NO_FILE
.llava_next|DEAD|NO_FILE
.llava_next_video|DEAD|NO_FILE
.llava_onevision|DEAD|NO_FILE
.longcat_flash|DEAD|NO_FILE
.longformer|DEAD|NO_FILE
.longt5|DEAD|NO_FILE
.luke|DEAD|NO_FILE
.lw_detr|DEAD|NO_FILE
.lxmert|DEAD|NO_FILE
.m2m_100|DEAD|NO_FILE
.mamba|DEAD|NO_FILE
.mamba2|DEAD|NO_FILE
.marian|DEAD|NO_FILE
.markuplm|DEAD|NO_FILE
.mask2former|DEAD|NO_FILE
.maskformer|DEAD|NO_FILE
.mbart|DEAD|NO_FILE
.mbart50|DEAD|NO_FILE
.megatron_bert|DEAD|NO_FILE
.megatron_gpt2|DEAD|NO_FILE
.metaclip_2|DEAD|NO_FILE
.mgp_str|DEAD|NO_FILE
.mimi|DEAD|NO_FILE
