# 06_DECISION_MATRIX.txt
# Mechanical remediation actions per import
# Format: <module>|<era>|<module_reality>|<symbol_reality>|<action>|<status>

.bit|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.blenderbot|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.blenderbot_small|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.blip|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.blip_2|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.bloom|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.blt|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.bridgetower|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.bros|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.byt5|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.camembert|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.canine|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.chameleon|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.chinese_clip|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.clap|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.clip|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.clipseg|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.clvp|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.code_llama|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.cohere2|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.cohere2_vision|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.colpali|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.colqwen2|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.conditional_detr|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.convbert|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.convnext|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.convnextv2|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.cpm|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.cpmant|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.csm|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.ctrl|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.cvt|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.cwm|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.d_fine|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.dab_detr|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.dac|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.data2vec|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.dbrx|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.deberta|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.deberta_v2|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.decision_transformer|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.deepseek_v2|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.deepseek_v3|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.deepseek_vl|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.deepseek_vl_hybrid|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.deformable_detr|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.deit|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.depth_anything|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.depth_pro|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.detr|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.dia|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.dialogpt|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.diffllama|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.dinat|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.dinov2|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.dinov2_with_registers|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.dinov3_convnext|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.dinov3_vit|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.distilbert|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.dit|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.doge|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.donut|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.dots1|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.dpr|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.dpt|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.edgetam|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.edgetam_video|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.efficientloftr|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.efficientnet|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.electra|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.emu3|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.encodec|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.encoder_decoder|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.eomt|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.ernie|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.ernie4_5|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.ernie4_5_moe|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.ernie4_5_vl_moe|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.esm|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.evolla|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.exaone4|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.falcon|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.falcon_h1|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.falcon_mamba|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.fast_vlm|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.fastspeech2_conformer|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.flaubert|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.flava|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.flex_olmo|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.florence2|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.fnet|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.focalnet|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.fsmt|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.funnel|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.fuyu|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.gemma|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.gemma2|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.gemma3|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.gemma3n|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.git|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.glm|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.glm4|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.glm4_moe|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.glm4_moe_lite|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.glm4v|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.glm4v_moe|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.glm46v|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.glm_image|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.glmasr|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.glpn|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.got_ocr2|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.gpt2|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.gpt_bigcode|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.gpt_neo|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.gpt_neox|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.gpt_neox_japanese|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.gpt_oss|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.gpt_sw3|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.gptj|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.granite|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.granite_speech|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.granitemoe|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.granitemoehybrid|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.granitemoeshared|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.grounding_dino|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.groupvit|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.helium|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.herbert|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.hgnet_v2|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.hiera|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.hubert|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.hunyuan_v1_dense|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.hunyuan_v1_moe|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.ibert|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.idefics|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.idefics2|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.idefics3|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.ijepa|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.imagegpt|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.informer|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.instructblip|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.instructblipvideo|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.internvl|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.jais2|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.jamba|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.janus|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.jetmoe|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.kosmos2|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.kosmos2_5|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.kyutai_speech_to_text|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.lasr|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.layoutlm|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.layoutlmv2|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.layoutlmv3|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.layoutxlm|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.led|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.levit|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.lfm2|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.lfm2_moe|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.lfm2_vl|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.lightglue|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.lilt|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.llama|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.llama4|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.llava|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.llava_next|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.llava_next_video|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.llava_onevision|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.longcat_flash|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.longformer|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.longt5|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.luke|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.lw_detr|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.lxmert|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.m2m_100|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.mamba|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.mamba2|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.marian|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.markuplm|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.mask2former|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.maskformer|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.mbart|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.mbart50|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.megatron_bert|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.megatron_gpt2|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.metaclip_2|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.mgp_str|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.mimi|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.minimax|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.minimax_m2|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.ministral|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.ministral3|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.mistral|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.mistral3|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.mixtral|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.mlcd|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.mllama|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.mluke|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.mm_grounding_dino|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.mobilebert|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.mobilenet_v1|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.mobilenet_v2|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.mobilevit|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.mobilevitv2|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.modernbert|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.modernbert_decoder|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.moonshine|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.moshi|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.mpnet|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.mpt|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.mra|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.mt5|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.musicgen|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.musicgen_melody|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.mvp|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.myt5|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.nanochat|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.nemotron|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.nllb|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.nllb_moe|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.nougat|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.nystromformer|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.olmo|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.olmo2|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.olmo3|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.olmoe|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.omdet_turbo|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.oneformer|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.opt|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.ovis2|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.owlv2|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.owlvit|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.paddleocr_vl|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.paligemma|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.parakeet|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.patchtsmixer|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.patchtst|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.pe_audio|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.pe_audio_video|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.pe_video|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.pegasus|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.pegasus_x|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.perceiver|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.perception_lm|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.persimmon|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.phi|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.phi3|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.phi4_multimodal|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.phimoe|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.phobert|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.pix2struct|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.pixio|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.pixtral|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.plbart|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.poolformer|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.pop2piano|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.prompt_depth_anything|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.prophetnet|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.pvt|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.pvt_v2|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.qwen2|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.qwen2_5_omni|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.qwen2_5_vl|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.qwen2_audio|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.qwen2_moe|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.qwen2_vl|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.qwen3|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.qwen3_moe|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.qwen3_next|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.qwen3_omni_moe|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.qwen3_vl|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.qwen3_vl_moe|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.rag|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.recurrent_gemma|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.reformer|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.regnet|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.rembert|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.resnet|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.roberta|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.roberta_prelayernorm|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.roc_bert|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.roformer|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.rt_detr|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.rt_detr_v2|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.rwkv|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.sam|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
